freeze_horizon_slots,w_delay,w_shift,w_switch,avg_delay,avg_drift,combined_score,num_episodes,avg_solve_time_ms
0,5.0,0.0,0,0.0,0.03725257306904147,0.18626286534520736,60,14.598633203135503
0,5.0,0.0,60,0.06092016657806132,0.0012640099396504512,0.06724021627631357,60,14.419123418051031
0,5.0,0.0,180,0.22868034757353645,0.0013192395940630462,0.2352765455438517,60,14.361504038329834
0,5.0,0.0,600,0.22868034757353645,0.0012504126381539344,0.23493241076430613,60,14.378793356948474
0,5.0,0.2,0,0.0,0.03524654050970915,0.17623270254854576,60,14.661986438530276
0,5.0,0.2,60,0.017149122807017542,0.0005632420329810524,0.019965332971922805,60,14.57578114600076
0,5.0,0.2,180,0.23682849572168457,0.0005488869734681555,0.23957293058902535,60,14.586645679024516
0,5.0,0.2,600,0.17849516238835125,0.0005323329171435619,0.18115682697406907,60,14.518381893245238
0,5.0,1.0,0,0.0,0.035550871367033325,0.17775435683516663,60,14.695434826090912
0,5.0,1.0,60,0.017324561403508774,0.0005519636104042134,0.020084379455529842,60,14.568074079417803
0,5.0,1.0,180,0.17516182905501793,0.0005449762774290575,0.17788671044216323,60,14.690940983183717
0,5.0,1.0,600,0.23349516238835125,0.0005520269650164298,0.23625529721343339,60,14.59770679452773
0,5.0,2.0,0,0.0,0.03518549093349256,0.1759274546674628,60,14.625569003020365
0,5.0,2.0,60,0.0,0.000576683662502504,0.0028834183125125198,60,14.610961228128007
0,5.0,2.0,180,0.10016480595427964,0.0005276548350803249,0.10280308012968126,60,14.50966698037046
0,5.0,2.0,600,0.33521084866286105,0.0005448518696232016,0.33793510801097704,60,14.640338128406206
0,10.0,0.0,0,0.0,0.03881748757757722,0.1940874378878861,60,14.646768765149202
0,10.0,0.0,60,0.011574074074074073,0.001316858228819052,0.018158365218169333,60,14.47173543546952
0,10.0,0.0,180,0.10707401273190748,0.0013208986229389155,0.11367850584660205,60,14.430136038654036
0,10.0,0.0,600,0.22868034757353645,0.0013240740358298028,0.23530071775268546,60,14.47220233932916
0,10.0,0.2,0,0.0,0.036418315701713166,0.18209157850856583,60,14.595951868298114
0,10.0,0.2,60,0.004166666666666667,0.0005609383905965205,0.006971358619649269,60,14.592648780020163
0,10.0,0.2,180,0.11522216088005563,0.0005523618462468625,0.11798397011128994,60,14.63487570750372
0,10.0,0.2,600,0.23682849572168457,0.0005502690402402124,0.23957984092288565,60,14.633297167046171
0,10.0,1.0,0,0.0,0.03735904849326393,0.18679524246631965,60,14.628668065377973
0,10.0,1.0,60,0.004166666666666667,0.0005572753581387244,0.006953043457360288,60,14.538704955170937
0,10.0,1.0,180,0.06573498139287613,0.000544612843025004,0.06845804560800116,60,14.576533970262101
0,10.0,1.0,600,0.23349516238835125,0.0005500008978468436,0.23624516687758546,60,14.600930499991536
0,10.0,2.0,0,0.0,0.03730621056204897,0.18653105281024485,60,14.630047660794558
0,10.0,2.0,60,0.0,0.0005593916216666706,0.002796958108333353,60,14.58250459745638
0,10.0,2.0,180,0.01381578947368421,0.0005470367609746288,0.016550973278557354,60,14.519973974384724
0,10.0,2.0,600,0.17516182905501793,0.000529183831162164,0.17780774821082876,60,14.570054418216674
0,20.0,0.0,0,0.0,0.039658197781429934,0.19829098890714966,60,14.645305947058935
0,20.0,0.0,60,0.004166666666666667,0.0014470374935640618,0.011401854134486977,60,14.635920910215635
0,20.0,0.0,180,0.014907407407407406,0.0013242976299803158,0.021528895557308983,60,14.403680809816873
0,20.0,0.0,600,0.22868034757353645,0.0013760957616400593,0.23556082638173675,60,14.460060349057661
0,20.0,0.2,0,0.0,0.03618120302445079,0.18090601512225396,60,14.617611557529973
0,20.0,0.2,60,0.0,0.000596352732501897,0.002981763662509485,60,14.534232018543435
0,20.0,0.2,180,0.017149122807017542,0.0005831244598265733,0.02006474510615041,60,14.479622828327061
0,20.0,0.2,600,0.17849516238835125,0.0005360016645266885,0.18117517071098468,60,14.63982147555255
0,20.0,1.0,0,0.0,0.03610102646367094,0.18050513231835472,60,14.680862192234285
0,20.0,1.0,60,0.0,0.0005625473201348691,0.0028127366006743455,60,14.588303510040303
0,20.0,1.0,180,0.004166666666666667,0.0005737550182008267,0.0070354417576708,60,14.527598066032192
0,20.0,1.0,600,0.17849516238835125,0.0005475261475233613,0.18123279312596807,60,14.588719724702989
0,20.0,2.0,0,0.0,0.03680074394860866,0.1840037197430433,60,14.628517242789519
0,20.0,2.0,60,0.0,0.0005766836625025041,0.00288341831251252,60,14.628714124207603
0,20.0,2.0,180,0.004166666666666667,0.0005516112259876733,0.006924722796605033,60,14.527286169673635
0,20.0,2.0,600,0.17516182905501793,0.0005422878359699455,0.17787326823486765,60,14.564779357233594
0,50.0,0.0,0,0.0,0.04009996784892867,0.20049983924464335,60,14.642184680751665
0,50.0,0.0,60,0.0,0.0013188562667506881,0.00659428133375344,60,14.36223346463891
0,50.0,0.0,180,0.004166666666666667,0.0013866007809249605,0.011099670571291468,60,14.525929127326929
0,50.0,0.0,600,0.06092016657806132,0.0012183772674639608,0.06701205291538112,60,14.482782917297383
0,50.0,0.2,0,0.0,0.03663993099962429,0.18319965499812144,60,14.65811941178871
0,50.0,0.2,60,0.0,0.0005443759065733846,0.002721879532866923,60,14.614191035327604
0,50.0,0.2,180,0.004166666666666667,0.0005642415486194894,0.006987874409764113,60,14.54845727751639
0,50.0,0.2,600,0.05351275917065391,0.0005673244129783691,0.056349381235545754,60,14.573823570942645
0,50.0,1.0,0,0.0,0.03626599396760485,0.18132996983802424,60,14.548239465228082
0,50.0,1.0,60,0.0,0.0005439462629145742,0.002719731314572871,60,14.569236220173082
0,50.0,1.0,180,0.004166666666666667,0.0005371980273561409,0.0068526568034473715,60,14.557381619099639
0,50.0,1.0,600,0.05351275917065391,0.0005602611319794561,0.05631406483055119,60,14.588016060424389
0,50.0,2.0,0,0.0,0.03572980965888525,0.17864904829442627,60,14.644407687037337
0,50.0,2.0,60,0.0,0.0005404259473471574,0.002702129736735787,60,14.540446789015833
0,50.0,2.0,180,0.0,0.0005690495770830924,0.0028452478854154623,60,14.509599608787198
0,50.0,2.0,600,0.017149122807017542,0.0005650094012366538,0.019974169813200812,60,14.522196352811603
12,5.0,0.0,0,0.0,0.044217628394447296,0.22108814197223647,60,14.569243998470427
12,5.0,0.0,60,0.08795835027259177,0.001266687380357486,0.09429178717437921,60,14.601785875172448
12,5.0,0.0,180,0.2557185312680669,0.001275850429334445,0.2620977834147391,60,14.493025825298778
12,5.0,0.0,600,0.25659572425052307,0.001286358608097963,0.26302751729101287,60,14.480728544015244
12,5.0,0.2,0,0.0,0.041001181102128116,0.20500590551064057,60,14.681994354010493
12,5.0,0.2,60,0.020657894736842104,0.0006630392842213213,0.02397309115794871,60,14.504410419453636
12,5.0,0.2,180,0.24033726765150912,0.0006560223077116332,0.2436173791900673,60,14.60808147475337
12,5.0,0.2,600,0.29647761852870214,0.0006305907920990856,0.29963057248919756,60,14.580453846751766
12,5.0,1.0,0,0.0,0.042503862148889314,0.21251931074444658,60,14.6031402926669
12,5.0,1.0,60,0.01713659147869674,0.0006199178515878198,0.020236180736635842,60,14.591806687137725
12,5.0,1.0,180,0.17867060098484247,0.0006061636527351894,0.18170141924851843,60,14.534065912441305
12,5.0,1.0,600,0.30611421000739886,0.0006501180257696874,0.3093648001362473,60,14.509822379633373
12,5.0,2.0,0,0.0,0.04049584236040845,0.20247921180204226,60,14.607431590051249
12,5.0,2.0,60,0.0,0.0006287349693156984,0.003143674846578492,60,14.533951582093815
12,5.0,2.0,180,0.13045284222141806,0.0005921679110610092,0.1334136817767231,60,14.689880196970206
