seed,disturbance_level,policy_name,dataset,completed,total,on_time_rate,avg_delay,max_delay,episode_drift,total_shifts,total_switches,num_replans,num_forced_replans,avg_solve_time_ms,total_runtime_s
10,light,mockllm,train,19,19,1.0,0.0,0,0.0005148663393344245,1,1,47,1,14.404255319148936,0.7116663455963135
11,light,mockllm,train,17,17,1.0,0.0,0,0.0,0,0,45,0,14.444444444444445,0.6816976070404053
13,light,greedy,train,13,14,1.0,0.0,0,0.0,0,0,72,0,0.0,0.005015850067138672
13,light,fixed_tuned,train,14,14,1.0,0.0,0,0.0,0,0,46,0,14.58695652173913,0.6966469287872314
13,light,fixed_default,train,14,14,1.0,0.0,0,0.0,0,0,46,0,14.23913043478261,0.685760498046875
13,light,nofreeze,train,14,14,1.0,0.0,0,0.0,0,0,46,0,14.565217391304348,0.700775146484375
12,light,fixed_tuned,train,17,17,1.0,0.0,0,0.0009030189043209877,6,0,48,2,14.729166666666666,0.7316892147064209
13,light,mockllm,train,14,14,1.0,0.0,0,0.0,0,0,46,0,14.065217391304348,0.6797280311584473
14,light,greedy,train,10,11,1.0,0.0,0,0.0005952380952380953,0,1,72,0,0.0,0.004012346267700195
12,light,fixed_default,train,17,17,1.0,0.0,0,0.0025651041666666665,3,2,48,3,14.583333333333334,0.7319896221160889
12,light,nofreeze,train,17,17,1.0,0.0,0,0.0025651041666666665,3,2,48,3,14.791666666666666,0.7319896221160889
12,light,mockllm,train,17,17,1.0,0.0,0,0.0025651041666666665,3,2,48,3,14.375,0.7319896221160889
15,light,greedy,train,13,13,1.0,0.0,0,0.001574074074074074,0,2,45,3,0.0,0.005017280578613281
14,light,fixed_tuned,train,11,11,1.0,0.0,0,0.0,0,0,45,0,14.377777777777778,0.6692211627960205
14,light,fixed_default,train,11,11,1.0,0.0,0,0.0,0,0,45,0,14.377777777777778,0.6682193279266357
14,light,nofreeze,train,11,11,1.0,0.0,0,0.0,0,0,45,0,14.6,0.6853127479553223
15,light,fixed_tuned,train,13,13,1.0,0.0,0,1.2002743484224965e-05,1,0,45,1,14.555555555555555,0.6813004016876221
14,light,mockllm,train,11,11,1.0,0.0,0,0.0,0,0,45,0,14.511111111111111,0.6843111515045166
16,light,greedy,train,14,15,1.0,0.0,0,1.6878858024691356e-05,1,0,72,1,0.0,0.003009319305419922
15,light,nofreeze,train,13,13,1.0,0.0,0,1.2002743484224965e-05,1,0,45,1,14.555555555555555,0.6849989891052246
15,light,fixed_default,train,13,13,1.0,0.0,0,1.2002743484224965e-05,1,0,45,1,14.6,0.6849989891052246
15,light,mockllm,train,13,13,1.0,0.0,0,1.2002743484224965e-05,1,0,45,1,14.244444444444444,0.6799817085266113
17,light,greedy,train,17,18,1.0,0.0,0,0.0006410256410256409,0,2,72,0,0.0,0.0050165653228759766
16,light,fixed_tuned,train,15,15,1.0,0.0,0,5.0636574074074066e-05,2,0,48,1,14.125,0.7133398056030273
16,light,fixed_default,train,15,15,1.0,0.0,0,5.0636574074074066e-05,2,0,48,1,14.083333333333334,0.7133398056030273
17,light,fixed_tuned,train,18,18,1.0,0.0,0,0.0,0,0,47,0,13.893617021276595,0.6940038204193115
16,light,nofreeze,train,15,15,1.0,0.0,0,5.0636574074074066e-05,2,0,48,1,14.333333333333334,0.7290194034576416
16,light,mockllm,train,15,15,1.0,0.0,0,5.0636574074074066e-05,2,0,48,1,14.270833333333334,0.7290194034576416
17,light,fixed_default,train,18,18,1.0,0.0,0,0.0,0,0,47,0,14.404255319148936,0.7130188941955566
17,light,nofreeze,train,18,18,1.0,0.0,0,0.0,0,0,47,0,14.46808510638298,0.7130188941955566
17,light,mockllm,train,18,18,1.0,0.0,0,0.0,0,0,47,0,14.212765957446809,0.706998348236084
18,light,greedy,train,11,12,1.0,0.0,0,0.00043692129629629625,1,1,72,1,0.0,0.004012346267700195
19,light,greedy,train,19,20,1.0,0.0,0,0.0008857673961840626,1,2,72,2,0.0,0.006021261215209961
18,light,fixed_tuned,train,12,12,1.0,0.0,0,3.170289855072463e-05,1,0,46,1,14.173913043478262,0.6845176219940186
18,light,fixed_default,train,12,12,1.0,0.0,0,3.170289855072463e-05,1,0,46,1,14.5,0.6994040012359619
18,light,nofreeze,train,12,12,1.0,0.0,0,3.170289855072463e-05,1,0,46,1,14.608695652173912,0.6986281871795654
18,light,mockllm,train,12,12,1.0,0.0,0,3.170289855072463e-05,1,0,46,1,14.021739130434783,0.683068037033081
20,medium,greedy,train,19,20,1.0,0.0,0,0.00032051282051282046,0,1,72,2,0.0,0.005017757415771484
19,light,fixed_tuned,train,20,20,1.0,0.0,0,0.00016924564796905222,1,0,47,1,14.553191489361701,0.7149772644042969
19,light,nofreeze,train,20,20,1.0,0.0,0,0.0005896733290350311,1,1,47,1,14.48936170212766,0.7149772644042969
19,light,fixed_default,train,20,20,1.0,0.0,0,0.0005896733290350311,1,1,47,1,14.46808510638298,0.7149772644042969
19,light,mockllm,train,20,20,1.0,0.0,0,0.0005896733290350311,1,1,47,1,14.72340425531915,0.7209410667419434
21,medium,greedy,train,11,12,1.0,0.0,0,0.0,0,0,72,0,0.0,0.0030100345611572266
21,medium,nofreeze,train,12,12,1.0,0.0,0,3.952122854561878e-05,3,0,41,0,14.121951219512194,0.6069917678833008
21,medium,fixed_default,train,12,12,1.0,0.0,0,3.952122854561878e-05,3,0,41,0,14.487804878048781,0.6229946613311768
21,medium,fixed_tuned,train,12,12,1.0,0.0,0,3.952122854561878e-05,3,0,41,0,14.560975609756097,0.6229946613311768
20,medium,fixed_tuned,train,20,20,1.0,0.0,0,0.0001222329679776488,3,0,47,2,14.48936170212766,0.7167675495147705
21,medium,mockllm,train,12,12,1.0,0.0,0,3.952122854561878e-05,3,0,41,0,14.365853658536585,0.619509220123291
22,medium,greedy,train,12,12,1.0,0.0,0,0.0,0,0,44,1,0.0,0.0020074844360351562
20,medium,fixed_default,train,20,20,1.0,0.0,0,0.0001222329679776488,3,0,47,2,14.595744680851064,0.715843915939331
20,medium,nofreeze,train,20,20,1.0,0.0,0,0.0001222329679776488,3,0,47,2,14.46808510638298,0.7161247730255127
20,medium,mockllm,train,20,20,1.0,0.0,0,0.0001222329679776488,3,0,47,2,14.319148936170214,0.7114479541778564
23,medium,greedy,train,13,14,1.0,0.0,0,0.0005714699074074074,1,1,72,1,0.0,0.004014015197753906
22,medium,fixed_tuned,train,12,12,1.0,0.0,0,1.841329966329966e-05,1,0,44,1,14.545454545454545,0.6688060760498047
22,medium,fixed_default,train,12,12,1.0,0.0,0,1.841329966329966e-05,1,0,44,1,14.636363636363637,0.6679551601409912
22,medium,nofreeze,train,12,12,1.0,0.0,0,1.841329966329966e-05,1,0,44,1,14.636363636363637,0.6669528484344482
22,medium,mockllm,train,12,12,1.0,0.0,0,1.841329966329966e-05,1,0,44,1,14.477272727272727,0.6672847270965576
24,medium,greedy,train,15,16,1.0,0.0,0,0.0004228044332210999,1,1,72,1,0.0,0.005018472671508789
23,medium,fixed_tuned,train,14,14,1.0,0.0,0,0.00012659143518518518,3,0,48,1,13.854166666666666,0.6953015327453613
23,medium,fixed_default,train,14,14,1.0,0.0,0,0.00012659143518518518,3,0,48,1,14.583333333333334,0.7303543090820312
23,medium,nofreeze,train,14,14,1.0,0.0,0,0.00012659143518518518,3,0,48,1,14.729166666666666,0.7320806980133057
23,medium,mockllm,train,14,14,1.0,0.0,0,0.00012659143518518518,3,0,48,1,14.479166666666666,0.7257080078125
25,medium,greedy,train,13,16,1.0,0.0,0,8.439429012345678e-06,1,0,72,4,0.0,0.00501704216003418
24,medium,fixed_tuned,train,16,16,1.0,0.0,0,9.402535998280678e-06,1,0,47,1,14.595744680851064,0.7254073619842529
24,medium,fixed_default,train,16,16,1.0,0.0,0,9.402535998280678e-06,1,0,47,1,14.659574468085106,0.7252562046051025
24,medium,nofreeze,train,16,16,1.0,0.0,0,9.402535998280678e-06,1,0,47,1,14.659574468085106,0.7252562046051025
24,medium,mockllm,train,16,16,1.0,0.0,0,9.402535998280678e-06,1,0,47,1,14.425531914893616,0.719825029373169
26,medium,greedy,train,12,13,1.0,0.0,0,1.6878858024691356e-05,1,0,72,2,0.0,0.004013776779174805
25,medium,fixed_tuned,train,16,16,1.0,0.0,0,0.00016034915123456787,4,0,48,1,14.520833333333334,0.740375280380249
25,medium,fixed_default,train,16,16,1.0,0.0,0,0.00016034915123456787,4,0,48,1,14.645833333333334,0.7403652667999268
25,medium,nofreeze,train,16,16,1.0,0.0,0,0.00016034915123456787,4,0,48,1,14.645833333333334,0.741356372833252
25,medium,mockllm,train,16,16,1.0,0.0,0,0.0002053594393004115,5,0,48,2,14.416666666666666,0.7369115352630615
27,medium,greedy,train,19,20,1.0,0.0,0,1.1252572016460904e-05,1,0,72,1,0.0,0.0050165653228759766
26,medium,fixed_tuned,train,13,13,1.0,0.0,0,4.403180354267309e-05,2,0,46,2,14.5,0.7055253982543945
26,medium,nofreeze,train,13,13,1.0,0.0,0,4.403180354267309e-05,2,0,46,2,14.565217391304348,0.7059941291809082
26,medium,fixed_default,train,13,13,1.0,0.0,0,4.403180354267309e-05,2,0,46,2,14.58695652173913,0.7059941291809082
26,medium,mockllm,train,13,13,1.0,0.0,0,4.403180354267309e-05,2,0,46,2,14.304347826086957,0.7030820846557617
28,medium,greedy,train,10,11,1.0,0.0,0,0.0,0,0,72,0,0.0,0.003009796142578125
27,medium,fixed_tuned,train,20,20,1.0,0.0,0,0.00022409377462568946,2,0,47,1,14.51063829787234,0.720207691192627
27,medium,fixed_default,train,20,20,1.0,0.0,0,0.001648047504025765,1,1,46,1,14.478260869565217,0.7035865783691406
27,medium,nofreeze,train,20,20,1.0,0.0,0,0.001648047504025765,1,1,46,1,14.58695652173913,0.7035820484161377
27,medium,mockllm,train,20,20,1.0,0.0,0,0.001648047504025765,1,1,46,1,13.91304347826087,0.6825673580169678
29,medium,greedy,train,18,18,1.0,0.0,0,0.0012396694214876032,0,2,44,1,0.0,0.0040149688720703125
28,medium,fixed_tuned,train,11,11,1.0,0.0,0,0.0,0,0,38,0,14.394736842105264,0.5732104778289795
28,medium,fixed_default,train,11,11,1.0,0.0,0,0.0,0,0,38,0,14.526315789473685,0.5747480392456055
28,medium,nofreeze,train,11,11,1.0,0.0,0,0.0,0,0,38,0,14.5,0.5737442970275879
28,medium,mockllm,train,11,11,1.0,0.0,0,0.0,0,0,38,0,14.289473684210526,0.5717465877532959
30,medium,greedy,train,17,18,1.0,0.0,0,0.0018339646464646461,3,2,72,7,0.0,0.006018400192260742
29,medium,fixed_tuned,train,18,18,1.0,0.0,0,2.2095959595959593e-05,1,0,44,1,14.25,0.6529722213745117
29,medium,fixed_default,train,18,18,1.0,0.0,0,2.2095959595959593e-05,1,0,44,1,14.681818181818182,0.6701595783233643
29,medium,nofreeze,train,18,18,1.0,0.0,0,2.2095959595959593e-05,1,0,44,1,14.590909090909092,0.6693418025970459
29,medium,mockllm,train,18,18,1.0,0.0,0,2.2095959595959593e-05,1,0,44,1,14.363636363636363,0.6643238067626953
31,medium,greedy,train,9,10,1.0,0.0,0,0.0011160714285714285,0,2,72,1,0.0,0.0030105113983154297
30,medium,nofreeze,train,18,18,1.0,0.0,0,0.0022932449494949495,6,1,48,3,14.520833333333334,0.733588457107544
30,medium,fixed_default,train,18,18,1.0,0.0,0,0.0022932449494949495,6,1,48,3,14.583333333333334,0.7345919609069824
30,medium,fixed_tuned,train,18,18,1.0,0.0,0,0.00040404040404040393,8,0,49,3,14.53061224489796,0.7505955696105957
30,medium,mockllm,train,18,18,1.0,0.0,0,0.0024417789001122334,8,1,48,3,14.208333333333334,0.7270259857177734
31,medium,fixed_tuned,train,10,10,1.0,0.0,0,0.0020470848595848597,2,2,39,1,14.538461538461538,0.5925250053405762
32,medium,greedy,train,9,11,1.0,0.0,0,0.0020833333333333333,0,1,72,2,0.0,0.003009319305419922
31,medium,fixed_default,train,10,10,1.0,0.0,0,0.0020470848595848597,2,2,39,1,14.64102564102564,0.5920531749725342
31,medium,nofreeze,train,10,10,1.0,0.0,0,0.0020470848595848597,2,2,39,1,14.564102564102564,0.591712236404419
31,medium,mockllm,train,10,10,1.0,0.0,0,0.0020470848595848597,2,2,39,1,14.35897435897436,0.5887017250061035
33,medium,greedy,train,17,19,1.0,0.0,0,0.0004463033108866442,1,1,72,1,0.0,0.005017518997192383
32,medium,fixed_default,train,11,11,1.0,0.0,0,0.009626182033096927,1,3,47,1,14.659574468085106,0.7143459320068359
32,medium,nofreeze,train,11,11,1.0,0.0,0,0.009626182033096927,1,3,47,1,14.72340425531915,0.7143459320068359
32,medium,mockllm,train,11,11,1.0,0.0,0,0.009626182033096927,1,3,47,1,14.595744680851064,0.7147791385650635
32,medium,fixed_tuned,train,11,11,1.0,0.0,0,0.0031923185941043083,3,1,49,1,14.428571428571429,0.7307848930358887
34,medium,greedy,train,17,18,1.0,0.0,0,0.0004234182098765432,1,1,72,3,0.0,0.005018472671508789
33,medium,fixed_tuned,train,19,19,1.0,0.0,0,9.920634920634919e-05,1,0,49,1,14.36734693877551,0.7280972003936768
33,medium,fixed_default,train,19,19,1.0,0.0,0,0.00011724386724386722,2,0,49,2,14.612244897959183,0.7451879978179932
33,medium,nofreeze,train,19,19,1.0,0.0,0,0.00011724386724386722,2,0,49,2,14.53061224489796,0.7434875965118408
33,medium,mockllm,train,19,19,1.0,0.0,0,0.00011724386724386722,2,0,49,2,14.428571428571429,0.7394707202911377
35,medium,greedy,train,17,18,1.0,0.0,0,0.00042791923868312754,1,1,72,2,0.0,0.00501704216003418
34,medium,fixed_default,train,18,18,1.0,0.0,0,0.0016515700483091787,2,1,46,1,13.91304347826087,0.6703090667724609
34,medium,fixed_tuned,train,18,18,1.0,0.0,0,0.0005495169082125604,4,0,46,1,14.695652173913043,0.7021152973175049
34,medium,mockllm,train,18,18,1.0,0.0,0,0.0016515700483091787,2,1,46,1,14.369565217391305,0.697664737701416
34,medium,nofreeze,train,18,18,1.0,0.0,0,0.0016515700483091787,2,1,46,1,14.58695652173913,0.7026832103729248
36,medium,greedy,train,14,15,1.0,0.0,0,6.751543209876542e-06,1,0,72,3,0.0,0.0050182342529296875
35,medium,fixed_tuned,train,18,18,1.0,0.0,0,0.00019338348765432096,4,0,48,2,14.333333333333334,0.7185463905334473
35,medium,fixed_default,train,18,18,1.0,0.0,0,0.000970499889770723,3,1,48,2,14.354166666666666,0.7219328880310059
35,medium,nofreeze,train,18,18,1.0,0.0,0,0.000970499889770723,3,1,48,2,14.770833333333334,0.7378017902374268
35,medium,mockllm,train,18,18,1.0,0.0,0,0.000970499889770723,3,1,48,2,14.75,0.7486326694488525
37,medium,greedy,train,19,20,1.0,0.0,0,0.0,0,0,72,4,0.0,0.004013538360595703
37,medium,fixed_tuned,train,20,20,1.0,0.0,0,0.0009396407332128875,12,1,41,3,14.951219512195122,0.6318066120147705
36,medium,nofreeze,train,15,15,1.0,0.0,0,0.0007088281669350508,5,1,46,3,13.847826086956522,0.6639988422393799
36,medium,fixed_tuned,train,15,15,1.0,0.0,0,0.00022573637949543742,7,0,46,3,14.652173913043478,0.7108047008514404
36,medium,fixed_default,train,15,15,1.0,0.0,0,0.0007088281669350508,5,1,46,3,14.673913043478262,0.7106504440307617
38,medium,greedy,train,20,20,1.0,0.0,0,0.0011573795851139602,2,2,48,2,0.0,0.006020069122314453
36,medium,mockllm,train,15,15,1.0,0.0,0,0.0007088281669350508,5,1,46,3,14.478260869565217,0.7050254344940186
37,medium,fixed_default,train,20,20,1.0,0.0,0,0.0017978663913623262,7,3,41,3,14.78048780487805,0.6306569576263428
37,medium,nofreeze,train,20,20,1.0,0.0,0,0.0017978663913623262,7,3,41,3,14.804878048780488,0.6289589405059814
37,medium,mockllm,train,20,20,1.0,0.0,0,0.001293123843936852,4,2,41,3,14.609756097560975,0.6239426136016846
39,medium,greedy,train,12,13,1.0,0.0,0,0.0005208333333333333,0,1,72,0,0.0,0.0030100345611572266
38,medium,nofreeze,train,20,20,1.0,0.0,0,0.0008149092970521541,1,1,49,1,14.612244897959183,0.7507376670837402
38,medium,fixed_tuned,train,20,20,1.0,0.0,0,0.0008149092970521541,1,1,49,1,14.571428571428571,0.7517392635345459
38,medium,fixed_default,train,20,20,1.0,0.0,0,0.0008149092970521541,1,1,49,1,14.714285714285714,0.7507376670837402
39,medium,fixed_default,train,13,13,1.0,0.0,0,0.0007978723404255319,0,1,47,0,14.340425531914894,0.704089879989624
39,medium,fixed_tuned,train,13,13,1.0,0.0,0,0.0007978723404255319,0,1,47,0,14.595744680851064,0.7208313941955566
40,heavy,greedy,train,16,17,1.0,0.0,0,0.0005952380952380953,0,1,72,0,0.0,0.004014492034912109
38,medium,mockllm,train,20,20,1.0,0.0,0,0.0008149092970521541,1,1,49,1,14.46938775510204,0.7450549602508545
39,medium,nofreeze,train,13,13,1.0,0.0,0,0.0007978723404255319,0,1,47,0,14.319148936170214,0.7048065662384033
39,medium,mockllm,train,13,13,1.0,0.0,0,0.0007978723404255319,0,1,47,0,14.46808510638298,0.7173557281494141
41,heavy,greedy,train,15,16,1.0,0.0,0,1.227553310886644e-05,2,0,72,1,0.0,0.0040130615234375
41,heavy,fixed_tuned,train,16,16,1.0,0.0,0,3.842775581906016e-05,3,0,46,1,14.565217391304348,0.6957504749298096
41,heavy,fixed_default,train,16,16,1.0,0.0,0,0.0006120992534036012,1,1,46,1,14.652173913043478,0.6998796463012695
40,heavy,nofreeze,train,17,17,1.0,0.0,0,0.002551020408163265,0,2,49,0,14.204081632653061,0.7308704853057861
40,heavy,fixed_tuned,train,17,17,1.0,0.0,0,0.00031415343915343916,3,0,49,0,14.653061224489797,0.7468564510345459
41,heavy,nofreeze,train,16,16,1.0,0.0,0,5.7641633728590234e-05,3,0,46,1,14.652173913043478,0.7006914615631104
40,heavy,fixed_default,train,17,17,1.0,0.0,0,0.002551020408163265,0,2,49,0,14.46938775510204,0.7468564510345459
42,heavy,greedy,train,19,20,1.0,0.0,0,0.001364454732510288,2,2,72,2,0.0,0.005016803741455078
41,heavy,mockllm,train,16,16,1.0,0.0,0,0.0006120992534036012,1,1,46,1,14.130434782608695,0.6813223361968994
40,heavy,mockllm,train,17,17,1.0,0.0,0,0.002551020408163265,0,2,49,0,14.387755102040817,0.7477717399597168
43,heavy,greedy,train,9,10,1.0,0.0,0,0.0008333333333333333,0,1,72,3,0.0,0.0020067691802978516
43,heavy,fixed_default,train,10,10,1.0,0.0,0,0.0002371273712737127,1,0,41,1,14.682926829268293,0.6205751895904541
43,heavy,fixed_tuned,train,10,10,1.0,0.0,0,0.0002371273712737127,1,0,41,1,14.78048780487805,0.6255919933319092
43,heavy,nofreeze,train,10,10,1.0,0.0,0,0.0002371273712737127,1,0,41,1,14.390243902439025,0.6095366477966309
42,heavy,fixed_tuned,train,20,20,1.0,0.0,0,0.0008838383838383837,3,1,44,2,14.636363636363637,0.6735334396362305
43,heavy,mockllm,train,10,10,1.0,0.0,0,0.0002371273712737127,1,0,41,1,14.609756097560975,0.6235182285308838
44,heavy,greedy,train,14,16,1.0,0.0,0,0.00036410108024691353,1,1,72,4,0.0,0.0050165653228759766
42,heavy,nofreeze,train,20,20,1.0,0.0,0,0.0008838383838383837,3,1,44,2,14.613636363636363,0.673569917678833
42,heavy,fixed_default,train,20,20,1.0,0.0,0,0.0014497655122655121,2,2,44,1,14.636363636363637,0.673569917678833
42,heavy,mockllm,train,20,20,1.0,0.0,0,0.0008838383838383837,3,1,44,2,14.681818181818182,0.6729874610900879
45,heavy,greedy,train,13,14,1.0,0.0,0,0.0021384709362139917,3,1,72,4,0.0,0.0060214996337890625
45,heavy,fixed_tuned,train,14,14,1.0,0.0,0,0.00042637018331462766,8,0,45,4,14.577777777777778,0.6807811260223389
45,heavy,nofreeze,train,14,14,1.0,0.0,0,0.0003453516647961092,5,0,45,3,14.777777777777779,0.6849579811096191
45,heavy,fixed_default,train,14,14,1.0,0.0,0,0.0012056911709689487,6,1,45,4,14.688888888888888,0.6859614849090576
44,heavy,nofreeze,train,16,16,1.0,0.0,0,0.00822730028459195,7,4,48,4,14.354166666666666,0.7179532051086426
46,heavy,greedy,train,10,11,1.0,0.0,0,0.0013888888888888887,0,1,72,1,0.0,0.0020079612731933594
44,heavy,fixed_default,train,16,16,1.0,0.0,0,0.00876786215327882,4,5,48,4,14.625,0.7337913513183594
45,heavy,mockllm,train,14,14,1.0,0.0,0,0.0003453516647961092,5,0,45,3,14.466666666666667,0.6803743839263916
