seed,disturbance_level,policy_name,dataset,completed,total,on_time_rate,avg_delay,max_delay,episode_drift,total_shifts,total_switches,num_replans,num_forced_replans,avg_solve_time_ms,total_runtime_s,llm_calls,llm_time_total_ms,llm_latency_total_ms,llm_prompt_tokens,llm_completion_tokens,llm_total_tokens,llm_cache_hit_rate,llm_fallback_count,solver_time_total_ms,wall_time_total_ms
22,medium,greedy,train,12,12,1.0,0.0,0,0.0,0,0,44,1,0.0,0.005018472671508789,0,0,0,0,0,0,0.0,0,0,6
20,medium,fixed_default,train,20,20,1.0,0.0,0,0.0001222329679776488,3,0,47,2,14.957446808510639,0.7223184108734131,0,0,0,0,0,0,0.0,0,703,723
20,medium,nofreeze,train,20,20,1.0,0.0,0,0.0001222329679776488,3,0,47,2,15.063829787234043,0.7240052223205566,0,0,0,0,0,0,0.0,0,708,724
20,medium,mockllm,train,20,20,1.0,0.0,0,0.0001222329679776488,3,0,47,2,14.48936170212766,0.7290229797363281,47,0,0,0,0,0,0.0,0,681,729
21,medium,mockllm,train,12,12,1.0,0.0,0,3.952122854561878e-05,3,0,41,0,14.121951219512194,0.6189877986907959,41,0,0,0,0,0,0.0,0,579,618
23,medium,greedy,train,13,14,1.0,0.0,0,0.0005714699074074074,1,1,72,1,0.0,0.006022214889526367,0,0,0,0,0,0,0.0,0,0,6
22,medium,fixed_tuned,train,12,12,1.0,0.0,0,7.365319865319864e-05,1,0,44,1,15.204545454545455,0.6860496997833252,0,0,0,0,0,0,0.0,0,669,686
22,medium,fixed_default,train,12,12,1.0,0.0,0,1.841329966329966e-05,1,0,44,1,15.227272727272727,0.6860508918762207,0,0,0,0,0,0,0.0,0,670,687
22,medium,nofreeze,train,12,12,1.0,0.0,0,1.841329966329966e-05,1,0,44,1,15.227272727272727,0.6860508918762207,0,0,0,0,0,0,0.0,0,670,687
22,medium,mockllm,train,12,12,1.0,0.0,0,1.841329966329966e-05,1,0,44,1,14.681818181818182,0.6807377338409424,44,0,0,0,0,0,0.0,0,646,681
24,medium,greedy,train,15,16,1.0,0.0,0,0.0004228044332210999,1,1,72,1,0.0,0.006021022796630859,0,0,0,0,0,0,0.0,0,0,6
23,medium,fixed_tuned,train,14,14,1.0,0.0,0,0.00012659143518518518,3,0,48,1,15.270833333333334,0.7479586601257324,0,0,0,0,0,0,0.0,0,733,747
23,medium,nofreeze,train,14,14,1.0,0.0,0,0.00012659143518518518,3,0,48,1,14.875,0.7288920879364014,0,0,0,0,0,0,0.0,0,714,728
23,medium,fixed_default,train,14,14,1.0,0.0,0,0.00012659143518518518,3,0,48,1,15.229166666666666,0.7479586601257324,0,0,0,0,0,0,0.0,0,731,747
23,medium,mockllm,train,14,14,1.0,0.0,0,0.00012659143518518518,3,0,48,1,14.645833333333334,0.7403988838195801,48,0,0,0,0,0,0.0,0,703,741
25,medium,greedy,train,13,16,1.0,0.0,0,8.439429012345678e-06,1,0,72,4,0.0,0.006705522537231445,0,0,0,0,0,0,0.0,0,0,6
24,medium,fixed_default,train,16,16,1.0,0.0,0,9.402535998280678e-06,1,0,47,1,14.76595744680851,0.7102916240692139,0,0,0,0,0,0,0.0,0,694,711
24,medium,fixed_tuned,train,16,16,1.0,0.0,0,9.402535998280678e-06,1,0,47,1,15.063829787234043,0.7263476848602295,0,0,0,0,0,0,0.0,0,708,727
24,medium,nofreeze,train,16,16,1.0,0.0,0,9.402535998280678e-06,1,0,47,1,15.085106382978724,0.7273497581481934,0,0,0,0,0,0,0.0,0,709,727
24,medium,mockllm,train,16,16,1.0,0.0,0,9.402535998280678e-06,1,0,47,1,14.74468085106383,0.7336785793304443,47,0,0,0,0,0,0.0,0,693,734
26,medium,greedy,train,12,13,1.0,0.0,0,1.6878858024691356e-05,1,0,72,2,0.0,0.005017518997192383,0,0,0,0,0,0,0.0,0,0,5
25,medium,fixed_tuned,train,16,16,1.0,0.0,0,0.00016034915123456787,4,0,48,1,14.895833333333334,0.7439165115356445,0,0,0,0,0,0,0.0,0,715,744
25,medium,fixed_default,train,16,16,1.0,0.0,0,0.00016034915123456787,4,0,48,1,14.9375,0.742910623550415,0,0,0,0,0,0,0.0,0,717,743
25,medium,nofreeze,train,16,16,1.0,0.0,0,0.00020085841049382713,5,0,48,2,15.041666666666666,0.742910623550415,0,0,0,0,0,0,0.0,0,722,743
25,medium,mockllm,train,16,16,1.0,0.0,0,0.00016034915123456787,4,0,48,1,14.770833333333334,0.7492520809173584,48,0,0,0,0,0,0.0,0,709,749
27,medium,greedy,train,19,20,1.0,0.0,0,1.1252572016460904e-05,1,0,72,1,0.0,0.008027315139770508,0,0,0,0,0,0,0.0,0,0,9
26,medium,fixed_tuned,train,13,13,1.0,0.0,0,4.403180354267309e-05,2,0,46,2,15.08695652173913,0.7130050659179688,0,0,0,0,0,0,0.0,0,694,713
26,medium,fixed_default,train,13,13,1.0,0.0,0,4.403180354267309e-05,2,0,46,2,15.0,0.7120006084442139,0,0,0,0,0,0,0.0,0,690,712
26,medium,nofreeze,train,13,13,1.0,0.0,0,4.403180354267309e-05,2,0,46,2,15.043478260869565,0.7125287055969238,0,0,0,0,0,0,0.0,0,692,713
26,medium,mockllm,train,13,13,1.0,0.0,0,4.403180354267309e-05,2,0,46,2,14.434782608695652,0.703495979309082,46,0,0,0,0,0,0.0,0,664,703
28,medium,greedy,train,10,11,1.0,0.0,0,0.0,0,0,72,0,0.0,0.004014253616333008,0,0,0,0,0,0,0.0,0,0,5
27,medium,fixed_tuned,train,20,20,1.0,0.0,0,0.00022409377462568946,2,0,47,1,14.97872340425532,0.7270176410675049,0,0,0,0,0,0,0.0,0,704,727
