freeze_horizon_slots,w_delay,w_shift,w_switch,avg_delay,avg_drift,combined_score,num_episodes,avg_solve_time_ms
0,10.0,0.0,0,0.0,0.05576117108384948,0.2788058554192474,9,14.781912973672698
0,10.0,0.0,180,0.23076923076923078,0.00165182395599074,0.23902835054918448,9,14.453158873615573
0,10.0,1.0,0,0.0,0.0423857789622287,0.2119288948111435,9,14.844485500370704
0,10.0,1.0,180,0.05263157894736842,0.0009424373907058393,0.05734376590089761,9,14.78283387771801
36,10.0,0.0,0,0.0,0.060571242343556694,0.3028562117177835,9,14.911779799458754
36,10.0,0.0,180,0.31225071225071227,0.0018477414444832958,0.32148941947312876,9,14.895419846082811
36,10.0,1.0,0,0.0,0.0433892150403756,0.216946075201878,9,14.841037347374623
36,10.0,1.0,180,0.05263157894736842,0.0013896740713700696,0.05957994930421877,9,14.791899585064439
